,Stance,Name,FighterID,Country,WT Class,Team,DOB,Nickname,ReachInches,WeightPounds,HeightInches
15306,,Thaddeus Malbreaux,3123829/thaddeus-malbreaux,,Bantamweight,,,,,,
15307,,John Malbrough,2559967/john-malbrough,,,,,,,,
15308,,Shane Malchiodi,3003528/shane-malchiodi,,Light Heavyweight,,,,,,
15309,,Bobby Malcolm,4878472/bobby-malcolm,USA,,,1987-05-09,,,,
15310,,Aaron Maldonado,3089060/aaron-maldonado,,,,,,,,
15311,,David Maldonado,4476333/david-maldonado,,,,,,,,
15312,,Dennis Maldonado,4900764/dennis-maldonado,USA,Middleweight,,1984-08-05,,,185.0,72.0
15313,,Edwin Maldonado,4611964/edwin-maldonado,,,,,,,,
15314,Orthodox,Fabio Maldonado,2527756/fabio-maldonado,Brazil,Light Heavyweight,Team Nogueira,1980-03-17,Caipira de Aco,75.0,225.0,73.0
15315,,Gabe Maldonado,3099969/gabe-maldonado,,,,,,,,
15316,,Hector Maldonado,4060030/hector-maldonado,,,,,,,,
15317,,Marvin Maldonado,3250497/marvin-maldonado,,,,,,,,
15318,,Matthew Maldonado,4409554/matthew-maldonado,USA,Bantamweight,,,,,,
15319,,Mike Maldonado,4073477/mike-maldonado,USA,Featherweight,,,,,,
15320,,Robert Maldonado,3032213/robert-maldonado,,,,,,,,
15321,Orthodox,Bea Malecki,4420423/bea-malecki,Sweden,Women's Bantamweight,Fortis MMA,1991-08-23,Bad News Barbie,74.0,135.0,69.0
15322,,Nazareno Malegarie,2554676/nazareno-malegarie,Argentina,Lightweight,Team Tavares,1986-05-16,,70.0,145.0,68.0
15323,,Marija Malencia,4837288/marija-malencia,Croatia,,,,,,,
15324,,Julie Malenfant,2996855/julie-malenfant,,Women's Bantamweight,,,,,,
15325,,Marija Malenica,4069066/marija-malenica,Croatia,,,,,,,
15326,Orthodox,Carl Malenko,2952793/carl-malenko,,Open Weight,,,,,,
15327,,Peterson Malfort,3020110/peterson-malfort,,,,,,,,
15328,,Chris Malgieri,2502465/chris-malgieri,,Lightweight,,,,,,
15329,,Dean Malham,3016680/dean-malham,,,,,,,,
15330,,Cody Malicott,3026017/cody-malicott,,,,,,,,
15331,,Alexei Maligin,4566595/alexei-maligin,Russia,,,1982-06-06,,,,
15332,,Ibrar Malik,3074089/ibrar-malik,,,,,,,,
15333,,Magomed Malikov,3024286/magomed-malikov,,,,,,,,
15334,,Aleksey Malinin,4299557/aleksey-malinin,,,,,,,,
15335,,Anne Malinoff,4587979/anne-malinoff,USA,,,,,,,
15336,,George Malizis,4611981/george-malizis,,,,,,,,
15337,,Ante Maljkovic,3165925/ante-maljkovic,,,,,,,,
15338,,Armen Malkhasyan,4894854/armen-malkhasyan,Armenia,,,,,,,
15339,,Vladimir Malko,3035041/vladimir-malko,,,,,,,,
15340,,Yuri Malko,3035039/yuri-malko,,,,,,,,
15341,Orthodox,Jacob Malkoun,4687434/jacob-malkoun,Australia,Middleweight,PMA Super Martial Arts Centre,1995-08-26,Mamba,73.0,186.0,69.0
15342,,Dave Mallam,3155087/dave-mallam,,,,,,,,
15343,,Adrien Mallebranche,4077048/adrien-mallebranche,,,,,,,,
15344,,Fatima Mallett,4282922/fatima-mallett,USA,,,,,,115.0,64.0
15345,,Monika Mallik,4026435/monika-mallik,,,,,,,,
15346,,Shane Mallory,4294281/shane-mallory,USA,,,,,,,
15347,,Billy Malm,3961946/billy-malm,,,,,,,,
15348,,Hubert Malod,4054534/hubert-malod,Belgium,,,,,,,
15349,,Julian Maloku,4687612/julian-maloku,Albania,Lightweight,,,,,,
15350,,Damian Malon,4215507/damian-malon,,,,,,,,
15351,,Brett Malone,4355922/brett-malone,,,,,,,,
15352,,Helen Malone,4251501/helen-malone,,,,,,,,
15353,,Kieran Malone,4237299/kieran-malone,Scotland,,,1991-08-30,,,,
15354,,Mike Malone,2554845/mike-malone,,Middleweight,,,,,,
15355,,Scott Malone,4419469/scott-malone,Scotland,Flyweight,Higher Level Martial Arts,1987-12-24,Boom Boom,,125.0,67.0
15356,,Jeff Malott,2594371/jeff-malott,,,,,,,,
15357,Orthodox,Mike Malott,3165120/mike-malott,Canada,Welterweight,Team Alpha Male,1991-11-07,Proper,73.0,170.0,73.0
15358,,Leonid Malozemov,4405606/leonid-malozemov,,,,,,,,
15359,,Sergey Malozenov,3952421/sergey-malozenov,,,,,,,,
15360,,Robert Malphrus,3031298/robert-malphrus,,,,,,,,
15361,,Cody Maltais,3126621/cody-maltais,USA,Bantamweight,,,,,,
15362,,Khusein Maltsagov,4693787/khusein-maltsagov,Russia,Bantamweight,,,,,,
15363,,Maluinha Maluinha,3047344/maluinha-maluinha,,,,,,,,
15364,,Katalina Malungahu,3024337/katalina-malungahu,USA,,,1981-09-17,,,,
15365,,Vadim Malygin,4294266/vadim-malygin,Russia,Flyweight,,,,,125.0,67.0
15366,,Anatoliy Malykhin,4566264/anatoliy-malykhin,Russia,Heavyweight,Golden Team,1988-01-11,,,265.0,71.0
15367,,Ilya Malyshev,4042107/ilya-malyshev,,,,,,,,
15368,,Vladimir Malyshev,3087498/vladimir-malyshev,,,,,,,,
15369,,Ilya Malyukov,3088657/ilya-malyukov,,,,,,,,
15370,,Mikhail Malyutin,3088599/mikhail-malyutin,,,,,,,,
15371,,Farryh Mamadiev,3043325/farryh-mamadiev,,,,,,,,
15372,,Adlan Mamaev,4357642/adlan-mamaev,Russia,,,,,,145.0,68.0
15373,,Nick Mamalis,2525943/nick-mamalis,USA,,,1986-06-19,,,125.0,67.0
15374,,Kester Mamba,4013855/kester-mamba,England,,,,,,,
15375,,Badr Mamdouh,4415074/badr-mamdouh,Italy,,,,,,,
15376,,Heydar Mamedaliev,3962603/heydar-mamedaliev,Azerbaijan,,,1991-12-31,,,,
15377,,Akhad Mamedov,4013016/akhad-mamedov,,,,,,,,
15378,,Azay Mamedov,2999771/azay-mamedov,Russia,,,,,,,
15379,,Bayram Mamedov,4713485/bayram-mamedov,Azerbaijan,,,,,,,
15380,,Gasan Mamedov,4031555/gasan-mamedov,,,,,,,,
15381,,Hamiz Mamedov,2966178/hamiz-mamedov,,,,,,,,
15382,,Islam Mamedov,3074829/islam-mamedov,Russia,,,1990-02-10,,,155.0,71.0
15383,,Mahir Mamedov,4233304/mahir-mamedov,Kazakhstan,,,,,,,
15384,,Nursu Mamedov,4694834/nursu-mamedov,Germany,,,,,,,
15385,,Roger Mamedov,4074026/roger-mamedov,,,,,,,,
15386,,Tofik Mamedov,4237411/tofik-mamedov,Azerbaijan,,,,,,,
15387,,Farrukh Mammadiev,4300953/farrukh-mammadiev,,,,,,,,
15388,,Seimur Mammadov,3953403/seimur-mammadov,,,,,,,,
15389,,Vugar Mammadov,4843075/vugar-mammadov,Azerbaijan,,,,,,,
15390,,Rasul Mammaev,4913006/rasul-mammaev,Russia,,,,,,,
15391,,Karim Mammar,3007848/karim-mammar,,,,,,,,
15392,,Wisam Mamoka,4876268/wisam-mamoka,Iraq,Bantamweight,,,,,135.0,67.0
15393,,Alexander Mamonov,4289877/alexander-mamonov,,Middleweight,,1992-10-09,,,,
15394,,Akmaljon Mamurov,4231936/akmaljon-mamurov,,,,,,,,
15395,,Cleisson Mamute,2556998/cleisson-mamute,,Light Heavyweight,,,,,,
15396,,Fernando Mamute,3901132/fernando-mamute,Brazil,,,,,,,
15397,,Anthony Manacio IV,4025348/anthony-manacio-iv,,,,,,,,
15398,,Marco Manara,4076621/marco-manara,Italy,,,,,,,
15399,,Tyler Manawaroa,3096579/tyler-manawaroa,Australia,Middleweight,,1994-07-23,,,,
15400,,Daniel Mancha,3026163/daniel-mancha,,Middleweight,,,,,,
15401,,Ana Mancinelli,4295480/ana-mancinelli,Argentina,,,,,,,
15402,,James Mancini,4684645/james-mancini,Canada,Flyweight,,,Boom Boom,,125.0,66.0
15403,,Miguel Mancuso,4070648/miguel-mancuso,Argentina,,,,,,,
15404,Orthodox,Troy Mandaloniz,2335816/troy-mandaloniz,,Welterweight,,1980-01-02,Rude Boy,,,
15405,,Troy Mandaloniz,2594367/troy-mandaloniz,,,,,,,,
15406,,Diego Mandamiento,4422435/diego-mandamiento,,,,,,,,
15407,,Derrick Mandell,4200450/derrick-mandell,USA,Bantamweight,Michigan Top Team,1991-02-12,Give Em Hell,,135.0,63.0
15408,,John Mandell,4063865/john-mandell,,,,,,,,
15409,,Ken Manderson,2556578/ken-manderson,,Middleweight,,,,,,
15410,,Kevin Manderson,2354357/kevin-manderson,,,,,,,,
15411,,Raul Mandez,2971844/raul-mandez,,Lightweight,,,,,,
15412,,Nadine Mandiau,4683440/nadine-mandiau,Belgium,Women's Flyweight,,1991-10-18,,,135.0,67.0
15413,,Patrick Mandio,2999501/patrick-mandio,,,,,,,,
15414,,Ibrahim Mane,4411395/ibrahim-mane,France,,,,,,,
15415,,Anthony Manes,2594028/anthony-manes,,,,,,,,
15416,Orthodox,Nate Maness,4685988/nate-maness,USA,Bantamweight,Salvation Mixed Martial Arts,1991-06-27,Mayhem,72.0,135.0,70.0
15417,,Raush Manfio,4043435/raush-manfio,Brazil,Lightweight,American Top Team,1991-11-03,Cavalo De Guerra,73.0,155.0,69.0
15418,,Morgane Manfredi,4422082/morgane-manfredi,France,,,1988-05-25,,,,
15419,,Kenani Mangakahia,3922597/kenani-mangakahia,Australia,,,1986-01-25,,,,
15420,,Mike Mangan,3906213/mike-mangan,,Lightweight,,,,,,
15421,,Gurdarshan Mangat,4695733/gurdarshan-mangat,Canada,Bantamweight,Revolution MMA,1987-01-24,Saint Lion,,135.0,67.0
15422,,Mark Mangiardi,4065004/mark-mangiardi,USA,,,,,,,
15423,,Angelito Manguray,3032037/angelito-manguray,,Featherweight,,,,,,
15424,,Keiff Mangusan,3083497/keiff-mangusan,,Bantamweight,,,,,,
15425,Orthodox,Melvin Manhoef,2354281/melvin-manhoef,Netherlands,Light Heavyweight,,1976-05-11,No Mercy,,185.0,68.0
15426,,Andrea Maniaci,4299755/andrea-maniaci,,,,,,,,
15427,,Matt Manibusan,3074420/matt-manibusan,,,,,,,,
15428,Southpaw,Melchor Manibusan,2499305/melchor-manibusan,,Lightweight,,,Barracuda,,,
15429,,Patrick Manicad,3032039/patrick-manicad,,,,,,,,
15430,,Enrico Manicaro,4412590/enrico-manicaro,,,,1994-08-21,,,,
15431,,Maninho Maninho,2500718/maninho-maninho,,Lightweight,,,,,,
15432,,Michal Mankiewicz,2525966/michal-mankiewicz,,Featherweight,,,,,,
15433,,Jomar Manlangit,4405603/jomar-manlangit,,,,,,,,
15434,Orthodox,Jon Manley,3002059/jon-manley,USA,Catch Weight,Team Link,1986-07-07,,,170.0,72.0
15435,,Shane Manley,3162818/shane-manley,USA,,,1988-06-10,,,145.0,69.0
15436,,Jason Manly,4400670/jason-manly,USA,Welterweight,Cesar Gracie Jiu-Jitsu,1981-04-17,,,170.0,72.0
15437,,Amber Mann,3331951/amber-mann,,,,,,,,
15438,,Marnic Mann,4891678/marnic-mann,USA,Women's Strawweight,,,,,,
15439,,Nate Mann,3089418/nate-mann,,,,,,,,
15440,,Nicholas Mann,2975092/nicholas-mann,,Welterweight,,,,,,
15441,,Paul Mann,2971107/paul-mann,,Welterweight,,,,,,
15442,,Ron Mann,4081841/ron-mann,,,,,,,,
15443,,Ronnie Mann,2505281/ronnie-mann,England,Featherweight,Iron Mann MMA,1986-10-12,Iron Mann,,,
15444,,Steve Mann,3949552/steve-mann,,,,,,,,
15445,,Mike Manna,3074113/mike-manna,,,,,,,,
15446,,Gert Mannaerts,2500930/gert-mannaerts,,Middleweight,,,,,,
15447,,Albert Manners,3027510/albert-manners,,,,,,,,
15448,,Ville Manninen,2614042/ville-manninen,,Lightweight,,,,,,
15449,,Dillon Manning,4894490/dillon-manning,,,,,,,,
15450,,Lloyd Manning,4374901/lloyd-manning,Ireland,,,,,,,
15451,,Colin Mannsur,3146914/colin-mannsur,,,,,,,,
15452,,Nikos Manos,4293567/nikos-manos,Greece,,,,,,,
15453,,Marco Manovali,4629141/marco-manovali,,,,,,,,
15454,,Casey Manrique,4024159/casey-manrique,USA,,,1979-04-27,,,,
15455,,Collin Mansanas,4238387/collin-mansanas,USA,,,,,,,
15456,,Collin Mansanas,4690565/collin-mansanas,USA,,,,,,175.0,69.0
15457,,Ben Manseau,2556980/ben-manseau,,Bantamweight,,,,,,
15458,,Rodrigo Manso,4315056/rodrigo-manso,,,,,,,,
15459,,A.J. Mansor,3020312/aj-mansor,,Featherweight,,,,,,
15460,,Alaa Mansour,4394149/alaa-mansour,,,,1991-03-17,Thor,,170.0,72.0
15461,,Betiss Mansouri,2558564/betiss-mansouri,,Welterweight,,,,,,
15462,,Mohammad Mansouri Davar,4217399/mohammad-mansouri-davar,,,,,,,,
15463,,Soheila Mansourian,4895563/soheila-mansourian,Iran,,,,,,125.0,67.0
15464,,Rasul Mansurov,4293426/rasul-mansurov,Kyrgyzstan,,,,,,,
15465,,Sergei Mansurov,4690108/sergei-mansurov,Russia,,,,,,,
15466,,Aleksi Mantykivi,4215374/aleksi-mantykivi,,,,,,,,
15467,,Gabriel Manuca,4408438/gabriel-manuca,,,,,,,,
15468,,Sirazhutdin Manuchekhri,4576794/sirazhutdin-manuchekhri,,,,,,,,
15469,Orthodox,Chris Manuel,2514195/chris-manuel,USA,,,1987-07-21,,,,
15470,,Juan Manuel Inurritegui,4243874/juan-manuel-inurritegui,Peru,,,,,,,
15471,,Krystal Manues,3962319/krystal-manues,,,,,,,,
15472,Orthodox,Jimi Manuwa,2611102/jimi-manuwa,England,Light Heavyweight,Allstars Training Center,1980-02-18,Poster Boy,79.5,205.0,73.0
15473,,Damien Manzanares,4588334/damien-manzanares,USA,Lightweight,,,,,,
15474,,Matt Manzanares,3023236/matt-manzanares,USA,Flyweight,,,,,,
15475,,Santiago Manzanares,2977001/santiago-manzanares,,Lightweight,,,,,,
15476,,Erick Manzanero,3157013/erick-manzanero,,,,,,,,
15477,,Jorge Manzano,4686021/jorge-manzano,Mexico,,,,,,135.0,68.0
15478,,Joe Manzello,2558529/joe-manzello,,,,,,,,
15479,,Chris Manzo,3128085/chris-manzo,,,,,,,,
15480,,Andy Manzolo,3154350/andy-manzolo,Estonia,,,1984-08-09,Predator,,185.0,71.0
15481,,Andy Manzolo,4409218/andy-manzolo,Estonia,,,1984-08-09,,,185.0,71.0
15482,,Jordan Mapa,4893185/jordan-mapa,USA,Featherweight,Dragon House MMA,1995-04-14,,,145.0,69.0
15483,,Tumelo Maphutha,3166128/tumelo-maphutha,,Light Heavyweight,,,,,,
15484,,Scott Mapley,3901308/scott-mapley,,,,,,,,
15485,,Alan Mar,3158000/alan-mar,,,,,,,,
15486,,Alberto Mar,4252373/alberto-mar,Mexico,,,,,,,
15487,,Bruna Mara,4569106/bruna-mara,,,,,,,,
15488,,Kessiny Mara,4025428/kessiny-mara,,,,,,,,
15489,,Joice Mara da Silva,4394202/joice-mara-da-silva,Brazil,,,,,,115.0,62.0
15490,,Heber Maracaipe Pessoa,4264337/heber-maracaipe-pessoa,Brazil,,,,,,,
15491,,Malik Marai,3084434/malik-marai,,,,,,,,
15492,,Cody Marandola,3948717/cody-marandola,,,,,,,,
15493,,Junior Maranhao,3097598/junior-maranhao,Brazil,Bantamweight,Bronx's Gold Team,1993-12-17,,,,
15494,,Roberto Marcal,4706920/roberto-marcal,Brazil,Welterweight,,,Junior,,,
15495,,Darryl MarcAurele,3164029/darryl-marcaurele,,,,,,,,
15496,,Claudio Marcelino,3897240/claudio-marcelino,Brazil,,,,,,,
15497,,Tom Marcellino,3027546/tom-marcellino,USA,Lightweight,Renzo Gracie Jiu-Jitsu,1984-02-20,,,,
15498,,Marc Marcellinus,3808685/marc-marcellinus,,,,,,,,
15499,Orthodox,Cristiano Marcello,2516141/cristiano-marcello,Brazil,Lightweight,CM System,,,72.0,,
15500,,Flavio Marcelo,4649329/flavio-marcelo,Brazil,,,,,,,
15501,,Marcelo Marcelo,3902594/marcelo-marcelo,,,,,,,,
15502,,Scott March,2554865/scott-march,,Featherweight,,,,,,
15503,,Shawn Marchand,2611302/shawn-marchand,,Middleweight,,,,,,
15504,,Jon Marcheterre,4350917/jon-marcheterre,USA,,,,,,,
15505,,Djordje Marcic,4390653/djordje-marcic,,,,,,,,
15506,,David Marcina,2969816/david-marcina,Austria,Light Heavyweight,,,,,205.0,72.0
15507,,Lukasz Marcinkowski,4848679/lukasz-marcinkowski,Poland,,,1989-06-18,,,185.0,72.0
15508,,Scott Marckini,3412106/scott-marckini,,,,,,,,
15509,,Rob Marcks,3166643/rob-marcks,,,,,,,,
15510,,Robert Marcok,3093742/robert-marcok,,Heavyweight,,,,,,
15511,,Raylan Marcondes,4606260/raylan-marcondes,Brazil,,,1991-09-26,,,,
15512,,Marcone Marcone,2354116/marcone-marcone,,,,,,,,
15513,,Simone Marcone,4077465/simone-marcone,Italy,,,,,,,
15514,,Antonio Marcos,3091155/antonio-marcos,,,,,,,,
15515,,Jean Marcos,3901122/jean-marcos,Brazil,,,,,,,
15516,,Rodrigo Marcos,3895531/rodrigo-marcos,Brazil,,,,,,,
15517,,Tony Marcos,3084310/tony-marcos,,,,,,,,
15518,,Tulio Marcos,3945206/tulio-marcos,,,,,,,,
15519,,Antonio Marcos Pereira,4421008/antonio-marcos-pereira,Brazil,Featherweight,,,,,,
15520,,Pierre-Etienne Marcoux,2516117/pierre-etienne-marcoux,,Bantamweight,,,,,,
15521,,Maynard Marcum,2488872/maynard-marcum,,,,,,,,
15522,,Cesar Marcussi,2558142/cesar-marcussi,,,,,,,,
15523,,Eugene Marenya,3954844/eugene-marenya,,,,,,,,
15524,,Johnny Marez,4039950/johnny-marez,,,,,,,,
15525,,Dave Marfone,3945571/dave-marfone,USA,Welterweight,,1986-09-07,,,,
15526,,Jayson Margallo,4320959/jayson-margallo,Philippines,,,,,,,
15527,,Araik Margarian,3084461/araik-margarian,,,,,,,,
15528,,Ian Margerison,2555115/ian-margerison,,Lightweight,,,,,,
15529,,Asian Margushev,3044654/asian-margushev,,Flyweight,,,,,,
15530,,Ana Maria,2990893/ana-maria,,,,,,,,
15531,Orthodox,Jose Maria,2560750/jose-maria,Brazil,Flyweight,,1982-01-04,No Chance,,125.0,65.0
15532,,Cristiane Maria da Silva,3895660/cristiane-maria-da-silva,,,,,,,,
15533,,Daniela Maria da Silva,3081042/daniela-maria-da-silva,Brazil,,,1989-07-07,,,,
15534,,Enzo Maria Iezzi,4712149/enzo-maria-iezzi,Italy,,,,,,135.0,67.0
15535,,Artur Mariano,2488907/artur-mariano,,Light Heavyweight,,,,,,
15536,Switch,Marcos Mariano,4410716/marcos-mariano,Brazil,Lightweight,Killer Bees,1986-09-30,Dhalsim,76.0,155.0,73.0
15537,,Rony Mariano Bezerra,3896694/rony-mariano-bezerra,,,,,,,,
15538,,Vitor Mariano Eustaquio,4895806/vitor-mariano-eustaquio,Brazil,,,,,,,
15539,,Gabriel Marichev,4690051/gabriel-marichev,Georgia,,,,,,,
15540,,Candace Maricle,4565795/candace-maricle,,,,,,,,
15541,,Yuri Marienko,4325603/yuri-marienko,,,,,,,,
15542,,Jon Marigliano,4038696/jon-marigliano,,,,,,,,
15543,,Joey Marimberga,3089408/joey-marimberga,,,,,,,,
15544,,Enrique Marin,3951294/enrique-marin,Spain,Welterweight,,1986-09-02,Wasabi,74.0,,
15545,,Max Marin,2501821/max-marin,,Lightweight,,,Little Sumo,,,
15546,,Paul Marin,3082299/paul-marin,,,,1985-02-07,,,,
15547,,Francisco Mario Marinho,3099605/francisco-mario-marinho,,Lightweight,,,,,,
15548,,Ronaico Marinho,4713660/ronaico-marinho,Brazil,,,,,,,
15549,,Victor Marinho,4356016/victor-marinho,,,,,,,,
15550,,Wanderson Marinho,3157917/wanderson-marinho,,,,,,,,
15551,,Ubiratan Marinho Lima,3106985/ubiratan-marinho-lima,,,,,,,,
15552,,Simon Marini,3089936/simon-marini,Canada,Middleweight,,1986-01-10,,,185.0,70.0
15553,,Sergey Marinin,4585719/sergey-marinin,Russia,,,1994-05-11,,,,
15554,,Darian Marinov,4878594/darian-marinov,Bulgaria,,,,,,,
15555,,Francisco Mario,2565495/francisco-mario,,,,,,,,
15556,,Ciprian Maris,4869996/ciprian-maris,Romania,,,1991-03-21,,,,
15557,,Jose Mariscal,4040926/jose-mariscal,,,,1992-10-27,,,145.0,67.0
15558,,Vanessa Mariscal,3028052/vanessa-mariscal,,,,,,,,
15559,,Daniela Marjanovic,3028057/daniela-marjanovic,,,,,,,,
15560,,Daniel Mark,3077615/daniel-mark,,,,,,,,
15561,,Kester Mark,4285671/kester-mark,USA,,,1992-06-25,,,135.0,69.0
15562,,Jeremy Markam,2557401/jeremy-markam,,Lightweight,,,,,,
15563,,Mauris Markano Gonzales,4406658/mauris-markano-gonzales,,,,,,,,
15564,,Jarad Markel,4020800/jarad-markel,,,,,,,,
15565,,Josh Marker,2989188/josh-marker,,,,,,,,
15566,,Scott Marker,4359738/scott-marker,,,,,,,,
15567,Orthodox,Ronny Markes,2559755/ronny-markes,Brazil,Middleweight,Nova Uniao ,1988-04-21,,75.0,205.0,73.0
15568,,Petras Markevicius,2501252/petras-markevicius,,,,,,,,
15569,Orthodox,Rory Markham,2335802/rory-markham,USA,Welterweight,,1982-03-25,,71.0,,
15570,,Jason Markland,4881842/jason-markland,USA,,,,,,205.0,70.0
15571,Orthodox,Randa Markos,3031587/randa-markos,Canada,Women's Strawweight,Michigan Top Team,1985-08-10,Quiet Storm,63.0,115.0,64.0
15572,,Randa Markos,3115932/randa-markos,Canada,,,,,,,
15573,,Mikhal Markov,4082403/mikhal-markov,,,,,,,,
15574,,Djordje Markovic,4326200/djordje-markovic,,,,,,,,
15575,,Roman Markovic,3083664/roman-markovic,,,,,,,,
15576,,Andrey Markovich,4291183/andrey-markovich,,,,,,,,
15577,,Bruno Marks,4565899/bruno-marks,Brazil,,,1992-01-29,,,,
15578,,Cedric Marks,2502449/cedric-marks,,,,1974-07-15,,,,
15579,Orthodox,Christina Marks,2996856/christina-marks,USA,Women's Flyweight,Fight Ugly,1985-11-08,,69.0,125.0,67.0
15580,,Dan Marks,2354311/dan-marks,,Lightweight,,,,,,
15581,,Elias Marks,4295395/elias-marks,,,,1975-05-25,,,,
15582,,Evan Marks,3022174/evan-marks,,,,,,,,
15583,,Garrett Marks,4648253/garrett-marks,USA,Light Heavyweight,,1994-11-14,The Whiteboy,,,
15584,,Toni Markulev,4574018/toni-markulev,Bulgaria,,,,,,205.0,71.0
15585,,Diego Marlon,3001294/diego-marlon,Brazil,,,,,,,
15586,,Luis Marlon Gonzales,4243872/luis-marlon-gonzales,Peru,,,,,,,
15587,,Shaun Marmas,4193814/shaun-marmas,USA,,,,,,,
15588,,Mirco Marogna,4299759/mirco-marogna,,,,,,,,
15589,,Amanda Marohl,3927051/amanda-marohl,,,,,,,,
15590,,Mukai Maromo,2957593/mukai-maromo,Zimbabwe,Lightweight,,1983-03-23,,,,
15591,,Kamil Maron,4012996/kamil-maron,,,,,,,,
15592,,Brian Maronek,3988955/brian-maronek,,,,,,,,
15593,,Fabio Marongiu,3147660/fabio-marongiu,Brazil,,,1986-02-08,,,,
15594,,Brendon Marotte,4425603/brendon-marotte,USA,,,1997-01-13,,,145.0,70.0
15595,,Srdjan Marovic,4725222/srdjan-marovic,Croatia,,,1990-04-19,,,247.0,76.0
15596,,Floris Marpepa,4379855/floris-marpepa,,,,,,,,
15597,,Harry Marple,4087506/harry-marple,,Welterweight,,,,,,
15598,Orthodox,Nate Marquardt,2335475/nate-marquardt,USA,Middleweight,High Altitude Martial Arts,1979-04-20,The Great,74.0,,
15599,,Adilson Marques,3094574/adilson-marques,,,,,,,,
15600,,Alison Santos Marques,4025621/alison-santos-marques,,,,,,,,
15601,,Bruno Marques,3113311/bruno-marques,Brazil,,,1984-03-21,,,,
15602,,Christiano Marques,4713474/christiano-marques,Brazil,,,,,,,
15603,,Clenio Marques,4617944/clenio-marques,Brazil,,,,,,,
15604,Orthodox,Danilo Marques,4205213/danilo-marques,Brazil,Light Heavyweight,Demian Maia Jiu-Jitsu,1985-12-26,,77.0,205.0,78.0
15605,,Devanir Marques,3074873/devanir-marques,,,,,,,,
15606,,Italo Marques,4273355/italo-marques,,,,,,,,
15607,,Junior Marques,4426257/junior-marques,Brazil,,,1993-08-23,,,170.0,72.0
15608,,Marcelo Marques,4712773/marcelo-marques,Brazil,,,,Marcelinho,,,
15609,,Marcio Marques,4699681/marcio-marques,Brazil,,,,,,,
15610,,Patricia Marques,4896656/patricia-marques,Brazil,,,,,,,
15611,,Raylander Marques,4851275/raylander-marques,Brazil,,,,,,205.0,70.0
15612,,Rodolfo Marques,4082024/rodolfo-marques,Australia,,,1984-01-23,The Nightmare,,145.0,67.0
15613,,Rayane Marques Bastos,4805514/rayane-marques-bastos,Brazil,,,,,,,
15614,,Carlos Henrique Marques da Cruz,4683407/carlos-henrique-marques-da-cruz,Brazil,Flyweight,Corinthians MMA,1994-09-23,Pikachu,,125.0,64.0
15615,,Cristiano Marquesotti,3898373/cristiano-marquesotti,,,,,,,,
15616,,David Marquez,4895552/david-marquez,,,,,,,,
15617,,Frank Marquez,3039039/frank-marquez,,,,,,,,
15618,,Ginele Marquez,2970381/ginele-marquez,,Women's Bantamweight,,,,,,
15619,,Jimmy Marquez,3157026/jimmy-marquez,,,,,,,,
15620,Orthodox,Julian Marquez,4077475/julian-marquez,USA,Middleweight,Glory MMA & Fitness,1990-05-08,The Cuban Missile Crisis,72.0,185.0,74.0
15621,,Luis Marquez,4683523/luis-marquez,USA,Bantamweight,,1991-09-04,,,,
15622,,Marcos Marquez,2977247/marcos-marquez,,,,,,,,
15623,,Seth Marquez,2975340/seth-marquez,USA,,,1985-08-06,,,,
15624,,Paul Marquez Moreno,4882188/paul-marquez-moreno,Mexico,,,,,,,
15625,,Agustin Marquez Tejera,4566004/agustin-marquez-tejera,,,,1996-05-01,,,145.0,66.0
15626,,Rafael Marquezani,4565661/rafael-marquezani,Brazil,,,1995-02-19,,,,
15627,,Yann Marqueze,3043661/yann-marqueze,,,,,,,,
15628,,Mike Marrello,3107466/mike-marrello,,,,,,,,
15629,,Rita Marreno,4069068/rita-marreno,,,,,,,,
15630,,Luana Marrentinha,4319962/luana-marrentinha,,,,,,,,
15631,Orthodox,Carmelo Marrero,2335256/carmelo-marrero,USA,,American Top Team,1981-01-26,The Fury,73.0,,
15632,,Hans Marrero,2354296/hans-marrero,,Middleweight,,,,,,
15633,,Leidiane Marretinha,4871201/leidiane-marretinha,Brazil,,,,,,,
15634,,Eric Marriott,2514253/eric-marriott,USA,Featherweight,K2L Grindhouse,1986-02-20,The Machine,,,
15635,,Aidan Marron,2558534/aidan-marron,England,Welterweight,,,,,,
15636,,Levy Saul Marroquin Salazar,4335927/levy-saul-marroquin-salazar,Mexico,Featherweight,,,El Negro,,145.0,68.0
15637,,General Marrow,4246814/general-marrow,,,,,,,,
15638,,Clayton Marrs,3019178/clayton-marrs,,,,,,,,
15639,,Aaron Marsa,2559173/aaron-marsa,,Heavyweight,,,,,,
15640,,Jan Marsalek,4294895/jan-marsalek,Czech Republic,,,,,,,
