Stance,Name,FighterID,Country,WT Class,Team,DOB,Nickname,ReachInches,WeightPounds,HeightInches
,John Mahlow,2354254/john-mahlow,USA,Lightweight,,1980-06-28,,,,
,Muhamad Mahmic,3961949/muhamad-mahmic,Bosnia & Herzegovina,,,,,,,
,Hassan Mahmood,3947115/hassan-mahmood,,,,,,,,
,Nick Mahmood,4294381/nick-mahmood,,,,,,,,
,Milad Mahmoodi,3042028/milad-mahmoodi,,,,,,,,
,Corey Mahon,3022350/corey-mahon,USA,Lightweight,,,,,,
,Jeremy Mahon,2960861/jeremy-mahon,USA,Featherweight,4oz Fight Club,1979-09-28,,,,
,Bill Mahoney,2501719/bill-mahoney,,Featherweight,,,,,,
,Jacob Mahony,4070675/jacob-mahony,,,,,,,,
Orthodox,Bill Mahood,2354118/bill-mahood,Canada,,,1967-02-01,The Butcher,,,
,Bill Mahood,2594102/bill-mahood,,,,,,,,
,Mehdi Mahouache,2957560/mehdi-mahouache,,,,,,,,
,Mohamed Mahouti,3104360/mohamed-mahouti,,,,,,,,
,Jevgeniy Mahteenko,3107982/jevgeniy-mahteenko,,,,,,,,
,Klayton Mai,3088826/klayton-mai,USA,Flyweight,Octagon MMA,1986-11-30,,,,
,Amauri Maia,4910220/amauri-maia,,,,,,,,
,Claudinei Maia,3053401/claudinei-maia,,,,,,,,
Southpaw,Demian Maia,2335778/demian-maia,Brazil,Welterweight,Demian Maia Jiu-Jitsu,1977-11-06,,72.0,170.0,73.0
Orthodox,Jennifer Maia,3022348/jennifer-maia,Brazil,Women's Flyweight,Chute Boxe,1988-10-06,,64.0,125.0,64.0
,Osiris Maia,3110016/osiris-maia,,,,,,,,
,Savio Maia,3674898/savio-maia,Brazil,,,,,,,
,Wagner Maia,4257938/wagner-maia,Brazil,,,1993-11-18,,,,
,Weslley Maia,4394414/weslley-maia,Brazil,,,,,,145.0,67.0
,Yuri Maia,4019189/yuri-maia,,,,,,,,
,Joe Maiani,4001862/joe-maiani,USA,,,1974-10-25,,,,
,Vitalic Maiboroda,4887010/vitalic-maiboroda,Greece,,,,,,,
,Keremuaili Maimaitituohati,4894737/keremuaili-maimaitituohati,China,Bantamweight,,1991-03-18,,,135.0,67.0
,Andy Main,2966150/andy-main,USA,Featherweight,Pure MMA,1989-03-24,,,145.0,71.0
,Roshan Mainam,4826639/roshan-mainam,India,Bantamweight,Evolve MMA,,,,135.0,64.0
,Danny Mainus,3122043/danny-mainus,USA,,Grudge Training Center,1984-04-04,,,,
,Eduardo Maiorino,2498638/eduardo-maiorino,Brazil,Heavyweight,,1979-08-16,Morpheus,,,
,James Mair,3100789/james-mair,,,,,,,,
,Barry Mairs,2986689/barry-mairs,,Welterweight,,,,,,
,Josh Maish,3154881/josh-maish,,,,,,,,
,Zauri Maisuradze,4341569/zauri-maisuradze,,,,,,,,
,Jonas Majauskas,2553269/jonas-majauskas,,Welterweight,,,,,,
,Blazej Majdan,4375233/blazej-majdan,Poland,,,,,,,
,Ayadi Majdeddine,4691173/ayadi-majdeddine,Turkey,,,1991-01-22,,,,
,Ammar Majed,4394144/ammar-majed,,,,,,,,
,Tadija Majic,3258692/tadija-majic,,,,,,,,
,Kazumasa Majima,4835432/kazumasa-majima,Japan,,,1991-10-16,,,145.0,67.0
,Antonijo Majksner,3988877/antonijo-majksner,Croatia,,,,,,,
,Tomas Majlar,4662454/tomas-majlar,,,,,,,,
,Matt Major,2525945/matt-major,,Welterweight,AKA (American Kickboxing Academy),,,,,
,Matt Major,3074491/matt-major,,,,,,,,
,Shawn Major,3157999/shawn-major,,,,,,,,
,Tom Major,4694895/tom-major,England,,,,,,,
,Istvan Majoros,2553098/istvan-majoros,,Bantamweight,,,,,,
,Victor Majuskaus,2557842/victor-majuskaus,,Light Heavyweight,,,,,,
,Zelimkhan Makaev,4405599/zelimkhan-makaev,,,,,,,,
,Mario Makaric,4289296/mario-makaric,,,,,,,,
,Valery Makarov,4895686/valery-makarov,Russia,Flyweight,,,,,,
,Alina Makarova,4799696/alina-makarova,Russia,,,,,,,
,Ekaterina Makarova,4713980/ekaterina-makarova,Russia,,,1991-02-18,,,135.0,65.0
,Mateusz Makarowski,4737945/mateusz-makarowski,Poland,,,,,,160.0,70.0
,Makasharip Makasharipov,3087486/makasharip-makasharipov,,,,,,,,
Orthodox,Levan Makashvili,3167314/levan-makashvili,USA,Featherweight,,1989-01-07,The Hornet,68.5,,
,Quincy Makatita,4889779/quincy-makatita,Netherlands,,,,,,,
Orthodox,John Makdessi,2529520/john-makdessi,Canada,Lightweight,Roufusport,1985-05-03,The Bull,68.0,154.0,68.0
,Matti Makela,3023953/matti-makela,Sweden,,,1983-12-29,,,,
,Gadzhiev Makhach,3103156/gadzhiev-makhach,,Welterweight,,,,,,
Southpaw,Islam Makhachev,3332412/islam-makhachev,Russia,Lightweight,AKA (American Kickboxing Academy),1991-10-27,,70.5,155.0,70.0
,Murat Makhachev,3728410/murat-makhachev,,Featherweight,,,,,,
,Islam Makhackev,3084456/islam-makhackev,,,,,,,,
,Mairbek Makhanov,3162008/mairbek-makhanov,,,,,,,,
,Rakhman Makhazhiev,4074010/rakhman-makhazhiev,Russia,,,,,,,
Southpaw,Aliev Makhmud,2951310/aliev-makhmud,,Middleweight,,,,,,
,Muslim Makhmudov,4063089/muslim-makhmudov,Russia,,,,,,,
,Yusuf Makhmudov,4420405/yusuf-makhmudov,,,,,,,,
,Maria Makhmutova,4391534/maria-makhmutova,,,,,,,,
,Alexey Makhno,4073942/alexey-makhno,Russia,Lightweight,,1990-05-16,,,,
,Dmitry Makhotskiy,4601332/dmitry-makhotskiy,,,,,,,,
,Vitaliy Makiev,4832902/vitaliy-makiev,Russia,,,1989-11-09,,,,
,Atsushi Makigaya,4913043/atsushi-makigaya,Japan,Strawweight,,1979-10-04,,,,
,Kilistina Makihele,4369486/kilistina-makihele,,,,,,,,
,Daniel Makin,4292422/daniel-makin,Germany,,,,,,,
,Igor Makoedov,4401349/igor-makoedov,Ukraine,,,1994-04-23,,,,
,Islam Makoev,4280465/islam-makoev,Russia,Lightweight,,,,,155.0,69.0
,Zuriana Makoeva,4275998/zuriana-makoeva,Russia,,,,,,,
Southpaw,Zach Makovsky,2527791/zach-makovsky,USA,Flyweight,TriStar Gym,1982-06-30,Fun Size,64.0,,
,Josue Makowiecky da Silva,3045919/josue-makowiecky-da-silva,,,,,,,,
,Matt Makowski,2515921/matt-makowski,,Welterweight,,,,,,
,Maksim Maksim,4894861/maksim-maksim,Russia,,,,,,,
,Vitaly Maksimov,3044660/vitaly-maksimov,Ukraine,,,,,,,
,Slobodan Maksimovic,3988883/slobodan-maksimovic,Serbia,,,1989-01-23,,,,
,Shomidin Maksudinov,4895685/shomidin-maksudinov,Russia,Flyweight,,,,,,
,Daisuke Maku,3791106/daisuke-maku,Japan,Bantamweight,,1983-11-10,,,,
,Tshikangu Makuebo,4291057/tshikangu-makuebo,,,,,,,,
,Rodrigo Mal,3147150/rodrigo-mal,,,,,,,,
,Abdul Malaaiev,3024534/abdul-malaaiev,,,,,,,,
,Michal Malata,4631404/michal-malata,,,,,,,,
,Jeremy Malaterre,2951311/jeremy-malaterre,,Lightweight,,,,,,
,Soslanbek Malbakhov,4913016/soslanbek-malbakhov,,,,,,,,
,Thaddeus Malbreaux,3123829/thaddeus-malbreaux,,Bantamweight,,,,,,
,John Malbrough,2559967/john-malbrough,,,,,,,,
,Shane Malchiodi,3003528/shane-malchiodi,,Light Heavyweight,,,,,,
,Bobby Malcolm,4878472/bobby-malcolm,USA,,,1987-05-09,,,,
,Aaron Maldonado,3089060/aaron-maldonado,,,,,,,,
,David Maldonado,4476333/david-maldonado,,,,,,,,
,Dennis Maldonado,4900764/dennis-maldonado,USA,Middleweight,,1984-08-05,,,185.0,72.0
,Edwin Maldonado,4611964/edwin-maldonado,,,,,,,,
Orthodox,Fabio Maldonado,2527756/fabio-maldonado,Brazil,Light Heavyweight,Team Nogueira,1980-03-17,Caipira de Aco,75.0,225.0,73.0
,Gabe Maldonado,3099969/gabe-maldonado,,,,,,,,
,Hector Maldonado,4060030/hector-maldonado,,,,,,,,
,Marvin Maldonado,3250497/marvin-maldonado,,,,,,,,
,Matthew Maldonado,4409554/matthew-maldonado,USA,Bantamweight,,,,,,
,Mike Maldonado,4073477/mike-maldonado,USA,Featherweight,,,,,,
,Robert Maldonado,3032213/robert-maldonado,,,,,,,,
Orthodox,Bea Malecki,4420423/bea-malecki,Sweden,Women's Bantamweight,Fortis MMA,1991-08-23,Bad News Barbie,74.0,135.0,69.0
,Nazareno Malegarie,2554676/nazareno-malegarie,Argentina,Lightweight,Team Tavares,1986-05-16,,70.0,145.0,68.0
,Marija Malencia,4837288/marija-malencia,Croatia,,,,,,,
,Julie Malenfant,2996855/julie-malenfant,,Women's Bantamweight,,,,,,
,Marija Malenica,4069066/marija-malenica,Croatia,,,,,,,
Orthodox,Carl Malenko,2952793/carl-malenko,,Open Weight,,,,,,
,Peterson Malfort,3020110/peterson-malfort,,,,,,,,
,Chris Malgieri,2502465/chris-malgieri,,Lightweight,,,,,,
,Dean Malham,3016680/dean-malham,,,,,,,,
,Cody Malicott,3026017/cody-malicott,,,,,,,,
,Alexei Maligin,4566595/alexei-maligin,Russia,,,1982-06-06,,,,
,Ibrar Malik,3074089/ibrar-malik,,,,,,,,
,Magomed Malikov,3024286/magomed-malikov,,,,,,,,
,Aleksey Malinin,4299557/aleksey-malinin,,,,,,,,
,Anne Malinoff,4587979/anne-malinoff,USA,,,,,,,
,George Malizis,4611981/george-malizis,,,,,,,,
,Ante Maljkovic,3165925/ante-maljkovic,,,,,,,,
,Armen Malkhasyan,4894854/armen-malkhasyan,Armenia,,,,,,,
,Vladimir Malko,3035041/vladimir-malko,,,,,,,,
,Yuri Malko,3035039/yuri-malko,,,,,,,,
Orthodox,Jacob Malkoun,4687434/jacob-malkoun,Australia,Middleweight,PMA Super Martial Arts Centre,1995-08-26,Mamba,73.0,186.0,69.0
,Dave Mallam,3155087/dave-mallam,,,,,,,,
,Adrien Mallebranche,4077048/adrien-mallebranche,,,,,,,,
,Fatima Mallett,4282922/fatima-mallett,USA,,,,,,115.0,64.0
,Monika Mallik,4026435/monika-mallik,,,,,,,,
,Shane Mallory,4294281/shane-mallory,USA,,,,,,,
,Billy Malm,3961946/billy-malm,,,,,,,,
,Hubert Malod,4054534/hubert-malod,Belgium,,,,,,,
,Julian Maloku,4687612/julian-maloku,Albania,Lightweight,,,,,,
,Damian Malon,4215507/damian-malon,,,,,,,,
,Brett Malone,4355922/brett-malone,,,,,,,,
,Helen Malone,4251501/helen-malone,,,,,,,,
,Kieran Malone,4237299/kieran-malone,Scotland,,,1991-08-30,,,,
,Mike Malone,2554845/mike-malone,,Middleweight,,,,,,
,Scott Malone,4419469/scott-malone,Scotland,Flyweight,Higher Level Martial Arts,1987-12-24,Boom Boom,,125.0,67.0
,Jeff Malott,2594371/jeff-malott,,,,,,,,
Orthodox,Mike Malott,3165120/mike-malott,Canada,Welterweight,Team Alpha Male,1991-11-07,Proper,73.0,170.0,73.0
,Leonid Malozemov,4405606/leonid-malozemov,,,,,,,,
,Sergey Malozenov,3952421/sergey-malozenov,,,,,,,,
,Robert Malphrus,3031298/robert-malphrus,,,,,,,,
,Cody Maltais,3126621/cody-maltais,USA,Bantamweight,,,,,,
,Khusein Maltsagov,4693787/khusein-maltsagov,Russia,Bantamweight,,,,,,
,Maluinha Maluinha,3047344/maluinha-maluinha,,,,,,,,
,Katalina Malungahu,3024337/katalina-malungahu,USA,,,1981-09-17,,,,
,Vadim Malygin,4294266/vadim-malygin,Russia,Flyweight,,,,,125.0,67.0
,Anatoliy Malykhin,4566264/anatoliy-malykhin,Russia,Heavyweight,Golden Team,1988-01-11,,,265.0,71.0
,Ilya Malyshev,4042107/ilya-malyshev,,,,,,,,
,Vladimir Malyshev,3087498/vladimir-malyshev,,,,,,,,
,Ilya Malyukov,3088657/ilya-malyukov,,,,,,,,
,Mikhail Malyutin,3088599/mikhail-malyutin,,,,,,,,
,Farryh Mamadiev,3043325/farryh-mamadiev,,,,,,,,
,Adlan Mamaev,4357642/adlan-mamaev,Russia,,,,,,145.0,68.0
,Nick Mamalis,2525943/nick-mamalis,USA,,,1986-06-19,,,125.0,67.0
,Kester Mamba,4013855/kester-mamba,England,,,,,,,
,Badr Mamdouh,4415074/badr-mamdouh,Italy,,,,,,,
,Heydar Mamedaliev,3962603/heydar-mamedaliev,Azerbaijan,,,1991-12-31,,,,
,Akhad Mamedov,4013016/akhad-mamedov,,,,,,,,
,Azay Mamedov,2999771/azay-mamedov,Russia,,,,,,,
,Bayram Mamedov,4713485/bayram-mamedov,Azerbaijan,,,,,,,
,Gasan Mamedov,4031555/gasan-mamedov,,,,,,,,
,Hamiz Mamedov,2966178/hamiz-mamedov,,,,,,,,
,Islam Mamedov,3074829/islam-mamedov,Russia,,,1990-02-10,,,155.0,71.0
,Mahir Mamedov,4233304/mahir-mamedov,Kazakhstan,,,,,,,
,Nursu Mamedov,4694834/nursu-mamedov,Germany,,,,,,,
,Roger Mamedov,4074026/roger-mamedov,,,,,,,,
,Tofik Mamedov,4237411/tofik-mamedov,Azerbaijan,,,,,,,
,Farrukh Mammadiev,4300953/farrukh-mammadiev,,,,,,,,
,Seimur Mammadov,3953403/seimur-mammadov,,,,,,,,
,Vugar Mammadov,4843075/vugar-mammadov,Azerbaijan,,,,,,,
,Rasul Mammaev,4913006/rasul-mammaev,Russia,,,,,,,
,Karim Mammar,3007848/karim-mammar,,,,,,,,
,Wisam Mamoka,4876268/wisam-mamoka,Iraq,Bantamweight,,,,,135.0,67.0
,Alexander Mamonov,4289877/alexander-mamonov,,Middleweight,,1992-10-09,,,,
,Akmaljon Mamurov,4231936/akmaljon-mamurov,,,,,,,,
,Cleisson Mamute,2556998/cleisson-mamute,,Light Heavyweight,,,,,,
,Fernando Mamute,3901132/fernando-mamute,Brazil,,,,,,,
,Anthony Manacio IV,4025348/anthony-manacio-iv,,,,,,,,
,Marco Manara,4076621/marco-manara,Italy,,,,,,,
,Tyler Manawaroa,3096579/tyler-manawaroa,Australia,Middleweight,,1994-07-23,,,,
,Daniel Mancha,3026163/daniel-mancha,,Middleweight,,,,,,
,Ana Mancinelli,4295480/ana-mancinelli,Argentina,,,,,,,
,James Mancini,4684645/james-mancini,Canada,Flyweight,,,Boom Boom,,125.0,66.0
,Miguel Mancuso,4070648/miguel-mancuso,Argentina,,,,,,,
Orthodox,Troy Mandaloniz,2335816/troy-mandaloniz,,Welterweight,,1980-01-02,Rude Boy,,,
,Troy Mandaloniz,2594367/troy-mandaloniz,,,,,,,,
,Diego Mandamiento,4422435/diego-mandamiento,,,,,,,,
,Derrick Mandell,4200450/derrick-mandell,USA,Bantamweight,Michigan Top Team,1991-02-12,Give Em Hell,,135.0,63.0
,John Mandell,4063865/john-mandell,,,,,,,,
,Ken Manderson,2556578/ken-manderson,,Middleweight,,,,,,
,Kevin Manderson,2354357/kevin-manderson,,,,,,,,
,Raul Mandez,2971844/raul-mandez,,Lightweight,,,,,,
,Nadine Mandiau,4683440/nadine-mandiau,Belgium,Women's Flyweight,,1991-10-18,,,135.0,67.0
,Patrick Mandio,2999501/patrick-mandio,,,,,,,,
,Ibrahim Mane,4411395/ibrahim-mane,France,,,,,,,
,Anthony Manes,2594028/anthony-manes,,,,,,,,
Orthodox,Nate Maness,4685988/nate-maness,USA,Bantamweight,Salvation Mixed Martial Arts,1991-06-27,Mayhem,72.0,135.0,70.0
,Raush Manfio,4043435/raush-manfio,Brazil,Lightweight,American Top Team,1991-11-03,Cavalo De Guerra,73.0,155.0,69.0
,Morgane Manfredi,4422082/morgane-manfredi,France,,,1988-05-25,,,,
,Kenani Mangakahia,3922597/kenani-mangakahia,Australia,,,1986-01-25,,,,
,Mike Mangan,3906213/mike-mangan,,Lightweight,,,,,,
,Gurdarshan Mangat,4695733/gurdarshan-mangat,Canada,Bantamweight,Revolution MMA,1987-01-24,Saint Lion,,135.0,67.0
,Mark Mangiardi,4065004/mark-mangiardi,USA,,,,,,,
,Angelito Manguray,3032037/angelito-manguray,,Featherweight,,,,,,
,Keiff Mangusan,3083497/keiff-mangusan,,Bantamweight,,,,,,
Orthodox,Melvin Manhoef,2354281/melvin-manhoef,Netherlands,Light Heavyweight,,1976-05-11,No Mercy,,185.0,68.0
,Andrea Maniaci,4299755/andrea-maniaci,,,,,,,,
,Matt Manibusan,3074420/matt-manibusan,,,,,,,,
Southpaw,Melchor Manibusan,2499305/melchor-manibusan,,Lightweight,,,Barracuda,,,
,Patrick Manicad,3032039/patrick-manicad,,,,,,,,
,Enrico Manicaro,4412590/enrico-manicaro,,,,1994-08-21,,,,
,Maninho Maninho,2500718/maninho-maninho,,Lightweight,,,,,,
,Michal Mankiewicz,2525966/michal-mankiewicz,,Featherweight,,,,,,
,Jomar Manlangit,4405603/jomar-manlangit,,,,,,,,
Orthodox,Jon Manley,3002059/jon-manley,USA,Catch Weight,Team Link,1986-07-07,,,170.0,72.0
,Shane Manley,3162818/shane-manley,USA,,,1988-06-10,,,145.0,69.0
,Jason Manly,4400670/jason-manly,USA,Welterweight,Cesar Gracie Jiu-Jitsu,1981-04-17,,,170.0,72.0
,Amber Mann,3331951/amber-mann,,,,,,,,
,Marnic Mann,4891678/marnic-mann,USA,Women's Strawweight,,,,,,
,Nate Mann,3089418/nate-mann,,,,,,,,
,Nicholas Mann,2975092/nicholas-mann,,Welterweight,,,,,,
,Paul Mann,2971107/paul-mann,,Welterweight,,,,,,
,Ron Mann,4081841/ron-mann,,,,,,,,
,Ronnie Mann,2505281/ronnie-mann,England,Featherweight,Iron Mann MMA,1986-10-12,Iron Mann,,,
,Steve Mann,3949552/steve-mann,,,,,,,,
,Mike Manna,3074113/mike-manna,,,,,,,,
,Gert Mannaerts,2500930/gert-mannaerts,,Middleweight,,,,,,
,Albert Manners,3027510/albert-manners,,,,,,,,
,Ville Manninen,2614042/ville-manninen,,Lightweight,,,,,,
,Dillon Manning,4894490/dillon-manning,,,,,,,,
,Lloyd Manning,4374901/lloyd-manning,Ireland,,,,,,,
,Colin Mannsur,3146914/colin-mannsur,,,,,,,,
,Nikos Manos,4293567/nikos-manos,Greece,,,,,,,
,Marco Manovali,4629141/marco-manovali,,,,,,,,
,Casey Manrique,4024159/casey-manrique,USA,,,1979-04-27,,,,
,Collin Mansanas,4238387/collin-mansanas,USA,,,,,,,
,Collin Mansanas,4690565/collin-mansanas,USA,,,,,,175.0,69.0
,Ben Manseau,2556980/ben-manseau,,Bantamweight,,,,,,
,Rodrigo Manso,4315056/rodrigo-manso,,,,,,,,
,A.J. Mansor,3020312/aj-mansor,,Featherweight,,,,,,
,Alaa Mansour,4394149/alaa-mansour,,,,1991-03-17,Thor,,170.0,72.0
,Betiss Mansouri,2558564/betiss-mansouri,,Welterweight,,,,,,
,Mohammad Mansouri Davar,4217399/mohammad-mansouri-davar,,,,,,,,
,Soheila Mansourian,4895563/soheila-mansourian,Iran,,,,,,125.0,67.0
,Rasul Mansurov,4293426/rasul-mansurov,Kyrgyzstan,,,,,,,
,Sergei Mansurov,4690108/sergei-mansurov,Russia,,,,,,,
,Aleksi Mantykivi,4215374/aleksi-mantykivi,,,,,,,,
,Gabriel Manuca,4408438/gabriel-manuca,,,,,,,,
,Sirazhutdin Manuchekhri,4576794/sirazhutdin-manuchekhri,,,,,,,,
Orthodox,Chris Manuel,2514195/chris-manuel,USA,,,1987-07-21,,,,
,Juan Manuel Inurritegui,4243874/juan-manuel-inurritegui,Peru,,,,,,,
,Krystal Manues,3962319/krystal-manues,,,,,,,,
Orthodox,Jimi Manuwa,2611102/jimi-manuwa,England,Light Heavyweight,Allstars Training Center,1980-02-18,Poster Boy,79.5,205.0,73.0
,Damien Manzanares,4588334/damien-manzanares,USA,Lightweight,,,,,,
,Matt Manzanares,3023236/matt-manzanares,USA,Flyweight,,,,,,
,Santiago Manzanares,2977001/santiago-manzanares,,Lightweight,,,,,,
,Erick Manzanero,3157013/erick-manzanero,,,,,,,,
,Jorge Manzano,4686021/jorge-manzano,Mexico,,,,,,135.0,68.0
,Joe Manzello,2558529/joe-manzello,,,,,,,,
,Chris Manzo,3128085/chris-manzo,,,,,,,,
,Andy Manzolo,3154350/andy-manzolo,Estonia,,,1984-08-09,Predator,,185.0,71.0
,Andy Manzolo,4409218/andy-manzolo,Estonia,,,1984-08-09,,,185.0,71.0
,Jordan Mapa,4893185/jordan-mapa,USA,Featherweight,Dragon House MMA,1995-04-14,,,145.0,69.0
,Tumelo Maphutha,3166128/tumelo-maphutha,,Light Heavyweight,,,,,,
,Scott Mapley,3901308/scott-mapley,,,,,,,,
,Alan Mar,3158000/alan-mar,,,,,,,,
,Alberto Mar,4252373/alberto-mar,Mexico,,,,,,,
,Bruna Mara,4569106/bruna-mara,,,,,,,,
,Kessiny Mara,4025428/kessiny-mara,,,,,,,,
,Joice Mara da Silva,4394202/joice-mara-da-silva,Brazil,,,,,,115.0,62.0
,Heber Maracaipe Pessoa,4264337/heber-maracaipe-pessoa,Brazil,,,,,,,
,Malik Marai,3084434/malik-marai,,,,,,,,
,Cody Marandola,3948717/cody-marandola,,,,,,,,
,Junior Maranhao,3097598/junior-maranhao,Brazil,Bantamweight,Bronx's Gold Team,1993-12-17,,,,
,Roberto Marcal,4706920/roberto-marcal,Brazil,Welterweight,,,Junior,,,
,Darryl MarcAurele,3164029/darryl-marcaurele,,,,,,,,
,Claudio Marcelino,3897240/claudio-marcelino,Brazil,,,,,,,
,Tom Marcellino,3027546/tom-marcellino,USA,Lightweight,Renzo Gracie Jiu-Jitsu,1984-02-20,,,,
,Marc Marcellinus,3808685/marc-marcellinus,,,,,,,,
Orthodox,Cristiano Marcello,2516141/cristiano-marcello,Brazil,Lightweight,CM System,,,72.0,,
,Flavio Marcelo,4649329/flavio-marcelo,Brazil,,,,,,,
,Marcelo Marcelo,3902594/marcelo-marcelo,,,,,,,,
,Scott March,2554865/scott-march,,Featherweight,,,,,,
,Shawn Marchand,2611302/shawn-marchand,,Middleweight,,,,,,
,Jon Marcheterre,4350917/jon-marcheterre,USA,,,,,,,
,Djordje Marcic,4390653/djordje-marcic,,,,,,,,
,David Marcina,2969816/david-marcina,Austria,Light Heavyweight,,,,,205.0,72.0
,Lukasz Marcinkowski,4848679/lukasz-marcinkowski,Poland,,,1989-06-18,,,185.0,72.0
,Scott Marckini,3412106/scott-marckini,,,,,,,,
,Rob Marcks,3166643/rob-marcks,,,,,,,,
,Robert Marcok,3093742/robert-marcok,,Heavyweight,,,,,,
,Raylan Marcondes,4606260/raylan-marcondes,Brazil,,,1991-09-26,,,,
,Marcone Marcone,2354116/marcone-marcone,,,,,,,,
,Simone Marcone,4077465/simone-marcone,Italy,,,,,,,
,Antonio Marcos,3091155/antonio-marcos,,,,,,,,
,Jean Marcos,3901122/jean-marcos,Brazil,,,,,,,
,Rodrigo Marcos,3895531/rodrigo-marcos,Brazil,,,,,,,
,Tony Marcos,3084310/tony-marcos,,,,,,,,
,Tulio Marcos,3945206/tulio-marcos,,,,,,,,
,Antonio Marcos Pereira,4421008/antonio-marcos-pereira,Brazil,Featherweight,,,,,,
,Pierre-Etienne Marcoux,2516117/pierre-etienne-marcoux,,Bantamweight,,,,,,
,Maynard Marcum,2488872/maynard-marcum,,,,,,,,
,Cesar Marcussi,2558142/cesar-marcussi,,,,,,,,
,Eugene Marenya,3954844/eugene-marenya,,,,,,,,
,Johnny Marez,4039950/johnny-marez,,,,,,,,
,Dave Marfone,3945571/dave-marfone,USA,Welterweight,,1986-09-07,,,,
,Jayson Margallo,4320959/jayson-margallo,Philippines,,,,,,,
,Araik Margarian,3084461/araik-margarian,,,,,,,,
,Ian Margerison,2555115/ian-margerison,,Lightweight,,,,,,
,Asian Margushev,3044654/asian-margushev,,Flyweight,,,,,,
,Ana Maria,2990893/ana-maria,,,,,,,,
Orthodox,Jose Maria,2560750/jose-maria,Brazil,Flyweight,,1982-01-04,No Chance,,125.0,65.0
,Cristiane Maria da Silva,3895660/cristiane-maria-da-silva,,,,,,,,
,Daniela Maria da Silva,3081042/daniela-maria-da-silva,Brazil,,,1989-07-07,,,,
,Enzo Maria Iezzi,4712149/enzo-maria-iezzi,Italy,,,,,,135.0,67.0
,Artur Mariano,2488907/artur-mariano,,Light Heavyweight,,,,,,
Switch,Marcos Mariano,4410716/marcos-mariano,Brazil,Lightweight,Killer Bees,1986-09-30,Dhalsim,76.0,155.0,73.0
,Rony Mariano Bezerra,3896694/rony-mariano-bezerra,,,,,,,,
,Vitor Mariano Eustaquio,4895806/vitor-mariano-eustaquio,Brazil,,,,,,,
,Gabriel Marichev,4690051/gabriel-marichev,Georgia,,,,,,,
,Candace Maricle,4565795/candace-maricle,,,,,,,,
,Yuri Marienko,4325603/yuri-marienko,,,,,,,,
,Jon Marigliano,4038696/jon-marigliano,,,,,,,,
,Joey Marimberga,3089408/joey-marimberga,,,,,,,,
,Enrique Marin,3951294/enrique-marin,Spain,Welterweight,,1986-09-02,Wasabi,74.0,,
,Max Marin,2501821/max-marin,,Lightweight,,,Little Sumo,,,
,Paul Marin,3082299/paul-marin,,,,1985-02-07,,,,
,Francisco Mario Marinho,3099605/francisco-mario-marinho,,Lightweight,,,,,,
,Ronaico Marinho,4713660/ronaico-marinho,Brazil,,,,,,,
,Victor Marinho,4356016/victor-marinho,,,,,,,,
,Wanderson Marinho,3157917/wanderson-marinho,,,,,,,,
,Ubiratan Marinho Lima,3106985/ubiratan-marinho-lima,,,,,,,,
,Simon Marini,3089936/simon-marini,Canada,Middleweight,,1986-01-10,,,185.0,70.0
,Sergey Marinin,4585719/sergey-marinin,Russia,,,1994-05-11,,,,
,Darian Marinov,4878594/darian-marinov,Bulgaria,,,,,,,
,Francisco Mario,2565495/francisco-mario,,,,,,,,
,Ciprian Maris,4869996/ciprian-maris,Romania,,,1991-03-21,,,,
,Jose Mariscal,4040926/jose-mariscal,,,,1992-10-27,,,145.0,67.0
,Vanessa Mariscal,3028052/vanessa-mariscal,,,,,,,,
,Daniela Marjanovic,3028057/daniela-marjanovic,,,,,,,,
,Daniel Mark,3077615/daniel-mark,,,,,,,,
,Kester Mark,4285671/kester-mark,USA,,,1992-06-25,,,135.0,69.0
,Jeremy Markam,2557401/jeremy-markam,,Lightweight,,,,,,
,Mauris Markano Gonzales,4406658/mauris-markano-gonzales,,,,,,,,
,Jarad Markel,4020800/jarad-markel,,,,,,,,
,Josh Marker,2989188/josh-marker,,,,,,,,
,Scott Marker,4359738/scott-marker,,,,,,,,
Orthodox,Ronny Markes,2559755/ronny-markes,Brazil,Middleweight,Nova Uniao ,1988-04-21,,75.0,205.0,73.0
,Petras Markevicius,2501252/petras-markevicius,,,,,,,,
Orthodox,Rory Markham,2335802/rory-markham,USA,Welterweight,,1982-03-25,,71.0,,
,Jason Markland,4881842/jason-markland,USA,,,,,,205.0,70.0
Orthodox,Randa Markos,3031587/randa-markos,Canada,Women's Strawweight,Michigan Top Team,1985-08-10,Quiet Storm,63.0,115.0,64.0
,Randa Markos,3115932/randa-markos,Canada,,,,,,,
,Mikhal Markov,4082403/mikhal-markov,,,,,,,,
,Djordje Markovic,4326200/djordje-markovic,,,,,,,,
,Roman Markovic,3083664/roman-markovic,,,,,,,,
,Andrey Markovich,4291183/andrey-markovich,,,,,,,,
,Bruno Marks,4565899/bruno-marks,Brazil,,,1992-01-29,,,,
,Cedric Marks,2502449/cedric-marks,,,,1974-07-15,,,,
Orthodox,Christina Marks,2996856/christina-marks,USA,Women's Flyweight,Fight Ugly,1985-11-08,,69.0,125.0,67.0
,Dan Marks,2354311/dan-marks,,Lightweight,,,,,,
,Elias Marks,4295395/elias-marks,,,,1975-05-25,,,,
